Athlete,Year,Gold Medals,Silver Medals,Bronze Medals
Svetlana Sleptsova,2010,1,0,0
Kati Wilhelm,2010,0,0,1
Frode Andresen,2006,0,0,1
Katrin Apel,2006,0,1,0
Sandrine Bailly,2006,0,0,1
Sylvie Becaert,2006,0,0,1
Anna Bogaly-Titovets,2006,1,0,0
Ferréol Cannard,2006,0,0,1
Sergey Chepikov,2006,0,1,0
Ivan Cherezov,2006,0,1,0
Uschi Disl,2006,0,0,1
Ricco Groß,2006,1,0,0
Andrea Henkel,2006,0,1,0
Nikolay Kruglov,2006,0,1,0
Delphine Peretto,2006,0,0,1
Raphaël Poirée,2006,0,0,1
Julien Robert,2006,0,0,1
Michael Rösch,2006,1,0,0
Pavel Rostovtsev,2006,0,1,0
Tomasz Sikora,2006,0,1,0
Liliya Yefremova,2006,0,0,1
Olga Zaytseva,2006,1,0,0
Albina Akhatova,2002,0,0,1
Gunn Margit Andreassen,2002,0,1,0
Frode Andresen,2002,1,0,0
Katrin Apel,2002,1,0,0
Vincent Defrasne,2002,0,0,1
Egil Gjelland,2002,1,0,0
Halvard Hanevold,2002,1,0,0
Svetlana Ishmuratova,2002,0,0,1
Galina Kukleva,2002,0,0,1
Gilles Marguet,2002,0,0,1
Viktor Maygurov,2002,0,0,1
Irina Nikulchina,2002,0,0,1
Wolfgang Perner,2002,0,0,1
Julien Robert,2002,0,0,1
Peter Sendel,2002,0,1,0
Ann Elen Skjelbreid,2002,0,1,0
Linda Tjørhom,2002,0,1,0
Julius Brink,2012,1,0,0
Alison Cerutti,2012,0,1,0
Emanuel,2012,0,1,0
Juliana,2012,0,0,1
Jen Kessy,2012,0,1,0
Larissa,2012,0,0,1
Misty May-Treanor,2012,1,0,0
Martinš Plavinš,2012,0,0,1
Jonas Reckermann,2012,1,0,0
April Ross,2012,0,1,0
Janis Šmedinš,2012,0,0,1
Kerri Walsh,2012,1,0,0
Phil Dalhausser,2008,1,0,0
Emanuel,2008,0,0,1
Fábio,2008,0,1,0
Márcio,2008,0,1,0
Misty May-Treanor,2008,1,0,0
Ricardo,2008,0,0,1
Todd Rogers,2008,1,0,0
Tian Jia,2008,0,1,0
Kerri Walsh,2008,1,0,0
Wang Jie,2008,0,1,0
Xue Chen,2008,0,0,1
Zhang Xi,2008,0,0,1
Adriana Behar,2004,0,1,0
Javier Bosma,2004,0,1,0
Emanuel,2004,1,0,0
Pablo Herrera,2004,0,1,0
Patrick Heuscher,2004,0,0,1
Stefan Kobel,2004,0,0,1
Misty May-Treanor,2004,1,0,0
Holly McPeak,2004,0,0,1
Ricardo,2004,1,0,0
Shelda,2004,0,1,0
Kerri Walsh,2004,1,0,0
Elaine Youngs,2004,0,0,1
Jörg Ahmann,2000,0,0,1
Adriana Behar,2000,0,1,0
Dain Blanton,2000,1,0,0
Natalie Cook,2000,1,0,0
Eric Fonoimoana,2000,1,0,0
Axel Hager,2000,0,0,1
Kerri-Ann Pottharst,2000,1,0,0
Ricardo,2000,0,1,0
Adriana Samuel,2000,0,0,1
Sandra,2000,0,0,1
Shelda,2000,0,1,0
Zé Marco,2000,0,1,0
Carmelo Anthony,2012,1,0,0
Semyon Antonov,2012,0,0,1
Seimone Augustus,2012,1,0,0
Suzy Batkovic,2012,0,0,1
Clémence Beikes,2012,0,1,0
Sue Bird,2012,1,0,0
Abby Bishop,2012,0,0,1
Kobe Bryant,2012,1,0,0
José Manuel Calderón,2012,0,1,0
Liz Cambage,2012,0,0,1
Swin Cash,2012,1,0,0
Tamika Catchings,2012,1,0,0
Tyson Chandler,2012,1,0,0
Tina Charles,2012,1,0,0
Víctor Claver,2012,0,1,0
Anthony Davis,2012,1,0,0
Jennifer Digbeu,2012,0,1,0
Céline Dumerc,2012,0,1,0
Kevin Durant,2012,1,0,0
Rudy Fernández,2012,0,1,0
Sylvia Fowles,2012,1,0,0
Vitaly Fridzon,2012,0,0,1
Marc Gasol,2012,0,1,0
Pau Gasol,2012,0,1,0
Elodie Godin,2012,0,1,0
Émilie Gomis,2012,0,1,0
Sandrine Gruda,2012,0,1,0
James Harden,2012,1,0,0
Kristi Harrower,2012,0,0,1
Serge Ibaka,2012,0,1,0
Andre Iguodala,2012,1,0,0
Lauren Jackson,2012,0,0,1
LeBron James,2012,1,0,0
Rachel Jarry,2012,0,0,1
Asjha Jones,2012,1,0,0
Sergey Karasyov,2012,0,0,1
Aleksandr Kaun,2012,0,0,1
Viktor Khryapa,2012,0,0,1
Dmitry Khvostov,2012,0,0,1
Andrey Kirilenko,2012,0,0,1
Marion Laborde,2012,0,1,0
Edwige Lawson-Wade,2012,0,1,0
Florence Lepron,2012,0,1,0
Sergio Llull,2012,0,1,0
Kevin Love,2012,1,0,0
Kathleen MacLeod,2012,0,0,1
Angel McCoughtry,2012,1,0,0
Endéné Miyem,2012,0,1,0
Sergey Monya,2012,0,0,1
Maya Moore,2012,1,0,0
Timofey Mozgov,2012,0,0,1
Juan Carlos Navarro,2012,0,1,0
Emmeline Ndongue,2012,0,1,0
Jenna O'Hea,2012,0,0,1
Candace Parker,2012,1,0,0
Chris Paul,2012,1,0,0
Anton Ponkrashov,2012,0,0,1
Felipe Reyes,2012,0,1,0
Samantha Richards,2012,0,0,1
Sergio Rodríguez,2012,0,1,0
Víctor Sada,2012,0,1,0
Fernando San Emeterio,2012,0,1,0
Jenni Screen,2012,0,0,1
Aleksey Shved,2012,0,0,1
Belinda Snell,2012,0,0,1
Laura Summerton-Hodges,2012,0,0,1
Diana Taurasi,2012,1,0,0
Yevgeny Voronov,2012,0,0,1
Russell Westbrook,2012,1,0,0
Lindsay Whalen,2012,1,0,0
Deron Williams,2012,1,0,0
Isabelle Yacoubou,2012,0,1,0
Svetlana Abrosimova,2008,0,0,1
Carmelo Anthony,2008,1,0,0
Seimone Augustus,2008,1,0,0
Suzy Batkovic,2008,0,1,0
Tully Bevilaqua,2008,0,1,0
Sue Bird,2008,1,0,0
Carlos Boozer,2008,1,0,0
Chris Bosh,2008,1,0,0
Kobe Bryant,2008,1,0,0
José Manuel Calderón,2008,0,1,0
Tamika Catchings,2008,1,0,0
Rohanee Cox,2008,0,1,0
Carlos Delfino,2008,0,0,1
Rudy Fernández,2008,0,1,0
Sylvia Fowles,2008,1,0,0
Jorge Garbajosa,2008,0,1,0
Marc Gasol,2008,0,1,0
Pau Gasol,2008,0,1,0
Manu Ginóbili,2008,0,0,1
Román González,2008,0,0,1
Hollie Grima,2008,0,1,0
Juan Pedro Gutiérrez,2008,0,0,1
Leonardo Gutiérrez,2008,0,0,1
Becky Hammon,2008,0,0,1
Kristi Harrower,2008,0,1,0
Dwight Howard,2008,1,0,0
Lauren Jackson,2008,0,1,0
LeBron James,2008,1,0,0
Carlos Jiménez,2008,0,1,0
Federico Kammerichs,2008,0,0,1
Marina Karpunina,2008,0,0,1
Jason Kidd,2008,1,0,0
Ilona Korstin,2008,0,0,1
Marina Kuzina,2008,0,0,1
Kara Lawson,2008,1,0,0
Lisa Leslie,2008,1,0,0
Yekaterina Lisina,2008,0,0,1
Raúl López,2008,0,1,0
DeLisha Milton-Jones,2008,1,0,0
Álex Mumbrú,2008,0,1,0
Juan Carlos Navarro,2008,0,1,0
Andrés Nocioni,2008,0,0,1
Fabricio Oberto,2008,0,0,1
Irina Osipova,2008,0,0,1
Candace Parker,2008,1,0,0
Chris Paul,2008,1,0,0
Erin Phillips,2008,0,1,0
Cappie Pondexter,2008,1,0,0
Antonio Porta,2008,0,0,1
Pablo Prigioni,2008,0,0,1
Tayshaun Prince,2008,1,0,0
Paolo Quinteros,2008,0,0,1
Oksana Rakhmatulina,2008,0,0,1
Emma Randall,2008,0,1,0
Michael Redd,2008,1,0,0
Felipe Reyes,2008,0,1,0
Berni Rodríguez,2008,0,1,0
Ricky Rubio,2008,0,1,0
Luis Scola,2008,0,0,1
Jenni Screen,2008,0,1,0
Tatyana Shchyegoleva,2008,0,0,1
Katie Smith,2008,1,0,0
Belinda Snell,2008,0,1,0
Irina Sokolovskaya,2008,0,0,1
Mariya Stepanova,2008,0,0,1
Laura Summerton-Hodges,2008,0,1,0
Diana Taurasi,2008,1,0,0
Penny Taylor,2008,0,1,0
Tina Thompson,2008,1,0,0
Nataliya Vodopyanova,2008,0,0,1
Dwyane Wade Jr.,2008,1,0,0
Deron Williams,2008,1,0,0
Carmelo Anthony,2004,0,0,1
Anna Arkhipova,2004,0,0,1
Olga Arteshina,2004,0,0,1
Yelena Baranova,2004,0,0,1
Gianluca Basile,2004,0,1,0
Suzy Batkovic,2004,0,1,0
Sue Bird,2004,1,0,0
Carlos Boozer,2004,0,0,1
Sandy Brondello,2004,0,1,0
Massimo Bulleri,2004,0,1,0
Swin Cash,2004,1,0,0
Tamika Catchings,2004,1,0,0
Roberto Chiacig,2004,0,1,0
Allison Cook-Tranquilli,2004,0,1,0
Carlos Delfino,2004,1,0,0
Tim Duncan,2004,0,0,1
Trish Fallon,2004,0,1,0
Gabriel Fernández,2004,1,0,0
Jack Galanda,2004,0,1,0
Luca Garri,2004,0,1,0
Manu Ginóbili,2004,1,0,0
Yolanda Griffith,2004,1,0,0
Diana Gustilina,2004,0,0,1
Leonardo Gutiérrez,2004,1,0,0
Kristi Harrower,2004,0,1,0
Walter Herrmann,2004,1,0,0
Allen Iverson,2004,0,0,1
Lauren Jackson,2004,0,1,0
LeBron James,2004,0,0,1
Richard Jefferson,2004,0,0,1
Shannon Johnson,2004,1,0,0
Mariya Kalmykova,2004,0,0,1
Yelena Karpova,2004,0,0,1
Ilona Korstin,2004,0,0,1
Lisa Leslie,2004,1,0,0
Stephon Marbury,2004,0,0,1
Denis Marconato,2004,0,1,0
Shawn Marion,2004,0,0,1
Michele Mian,2004,0,1,0
Alejandro Ariel Montecchia,2004,1,0,0
Andrés Nocioni,2004,1,0,0
Fabricio Oberto,2004,1,0,0
Lamar Odom,2004,0,0,1
Emeka Okafor,2004,0,0,1
Irina Osipova,2004,0,0,1
Natalie Porter,2004,0,1,0
Alicia Poto,2004,0,1,0
Gianmarco Pozzecco,2004,0,1,0
Nikola Radulovic,2004,0,1,0
Oksana Rakhmatulina,2004,0,0,1
Alex Righetti,2004,0,1,0
Ruth Riley,2004,1,0,0
Rodolfo Rombaldoni,2004,0,1,0
Pepe Sánchez,2004,1,0,0
Luis Scola,2004,1,0,0
Hugo Ariel Sconochini,2004,1,0,0
Tatyana Shchyegoleva,2004,0,0,1
Katie Smith,2004,1,0,0
Belinda Snell,2004,0,1,0
Matteo Soragna,2004,0,1,0
Rachael Sporn,2004,0,1,0
Dawn Staley,2004,1,0,0
Mariya Stepanova,2004,0,0,1
Amar'e Stoudemire,2004,0,0,1
Laura Summerton-Hodges,2004,0,1,0
Sheryl Swoopes,2004,1,0,0
Diana Taurasi,2004,1,0,0
Penny Taylor,2004,0,1,0
Tina Thompson,2004,1,0,0
Nataliya Vodopyanova,2004,0,0,1
Dwyane Wade Jr.,2004,0,0,1
Rubén Wolkowyski,2004,1,0,0
Shareef Abdur-Rahim,2000,1,0,0
Dainius Adomaitis,2000,0,0,1
Adriana,2000,0,0,1
Adrianinha,2000,0,0,1
Alessandra,2000,0,0,1
Ray Allen,2000,1,0,0
Vin Baker,2000,1,0,0
Jim Bilba,2000,0,1,0
Ruthie Bolton-Holifield,2000,1,0,0
Yann Bonato,2000,0,1,0
Carla Boyd,2000,0,1,0
Michelle Brogan-Griffiths,2000,0,1,0
Sandy Brondello,2000,0,1,0
Vince Carter,2000,1,0,0
Cíntia,2000,0,0,1
Cláudinha,2000,0,0,1
Makan Dioumassi,2000,0,1,0
Teresa Edwards,2000,1,0,0
Gintaras Einikis,2000,0,0,1
Trish Fallon,2000,0,1,0
Laurent Foirest,2000,0,1,0
Thierry Gadou,2000,0,1,0
Kevin Garnett,2000,1,0,0
Andrius Giedraitis,2000,0,0,1
Shelley Gorman-Sandie,2000,0,1,0
Yolanda Griffith,2000,1,0,0
Tim Hardaway,2000,1,0,0
Kristi Harrower,2000,0,1,0
Helen,2000,0,0,1
Jo Hill,2000,0,1,0
Allan Houston,2000,1,0,0
Lauren Jackson,2000,0,1,0
Janeth,2000,0,0,1
Šarunas Jasikevicius,2000,0,0,1
Cyril Julian,2000,0,1,0
Kelly,2000,0,0,1
Jason Kidd,2000,1,0,0
Annie La Fleur,2000,0,1,0
Lisa Leslie,2000,1,0,0
Lilian,2000,0,0,1
Kestutis Marciulionis,2000,0,0,1
Tomas Masiulis,2000,0,0,1
Darius Maskoliunas,2000,0,0,1
Nikki McCray,2000,1,0,0
Antonio McDyess,2000,1,0,0
DeLisha Milton-Jones,2000,1,0,0
Alonzo Mourning,2000,1,0,0
Crawford Palmer,2000,0,1,0
Gary Payton,2000,1,0,0
Antoine Rigaudeau,2000,0,1,0
Stéphane Risacher,2000,0,1,0
Laurent Sciarra,2000,0,1,0
Silvinha,2000,0,0,1
Ramunas Šiškauskas,2000,0,0,1
Katie Smith,2000,1,0,0
Steve Smith,2000,1,0,0
Marta Sobral,2000,0,0,1
Darius Songaila,2000,0,0,1
Moustapha Sonko,2000,0,1,0
Rachael Sporn,2000,0,1,0
Dawn Staley,2000,1,0,0
Saulius Štombergas,2000,0,0,1
Sheryl Swoopes,2000,1,0,0
Mindaugas Timinskas,2000,0,0,1
Michele Timms,2000,0,1,0
Frédéric Weis,2000,0,1,0
Jenny Whittle,2000,0,1,0
Natalie Williams,2000,1,0,0
Kara Wolters,2000,1,0,0
Zaine,2000,0,0,1
Eurelijus Žukauskas,2000,0,0,1
Mathias Boe,2012,0,1,0
Cai Yun,2012,1,0,0
Chen Long,2012,0,0,1
Fu Haifeng,2012,1,0,0
Mizuki Fujii,2012,0,1,0
Jeong Jae-Seong,2012,0,0,1
Reika Kakiiwa,2012,0,1,0
Lee Chong Wei,2012,0,1,0
Lee Yong-Dae,2012,0,0,1
Li Xuerui,2012,1,0,0
Lin Dan,2012,1,0,0
Ma Jin,2012,0,1,0
Carsten Mogensen,2012,0,1,0
Saina Nehwal,2012,0,0,1
Joachim Fischer Nielsen,2012,0,0,1
Christinna Pedersen,2012,0,0,1
Valeriya Sorokina,2012,0,0,1
Tian Qing,2012,1,0,0
Nina Vislova,2012,0,0,1
Wang Yihan,2012,0,1,0
Xu Chen,2012,0,1,0
Zhang Nan,2012,1,0,0
Cai Yun,2008,0,1,0
Chen Jin,2008,0,0,1
Du Jing,2008,1,0,0
Fu Haifeng,2008,0,1,0
He Hanbin,2008,0,0,1
Hwang Ji-Man,2008,0,0,1
Markis Kido,2008,1,0,0
Lee Chong Wei,2008,0,1,0
Lee Gyeong-Won,2008,0,1,0
Lee Jae-Jin,2008,0,0,1
Lee Yong-Dae,2008,1,0,0
Lin Dan,2008,1,0,0
Lilyana Natsir,2008,0,1,0
Hendra Setiawan,2008,1,0,0
Wei Yili,2008,0,0,1
Nova Widianto,2008,0,1,0
Xie Xingfan,2008,0,1,0
Maria Yulianti,2008,0,0,1
Zhang Ning,2008,1,0,0
Zhang Yawen,2008,0,0,1
Gail Emms,2004,0,1,0
Hian Eng,2004,0,0,1
Jens Eriksen,2004,0,0,1
Ha Tae-Gwon,2004,1,0,0
Taufik Hidayat,2004,1,0,0
Huang Sui,2004,0,1,0
Kim Dong-Mun,2004,1,0,0
Sony Dwi Kuncoro,2004,0,0,1
Lee Dong-Su,2004,0,1,0
Lee Gyeong-Won,2004,0,0,1
Flandy Limpele,2004,0,0,1
Mia Audina,2004,0,1,0
Na Gyeong-Min,2004,0,0,1
Nathan Robertson,2004,0,1,0
Mette Schjoldager,2004,0,0,1
Son Seung-Mo,2004,0,1,0
Yang Wei,2004,1,0,0
Yu Yong-Seong,2004,0,1,0
Zhang Jiewen,2004,1,0,0
Zhang Jun,2004,1,0,0
Zhang Ning,2004,1,0,0
Zhou Mi,2004,0,0,1
Simon Archer,2000,0,0,1
Ge Fei,2000,1,0,0
Gong Zhichao,2000,1,0,0
Gu Jun,2000,1,0,0
Tony Gunawan,2000,1,0,0
Ha Tae-Gwon,2000,0,0,1
Trikus Haryanto,2000,0,1,0
Hendrawan,2000,0,1,0
Huang Nanyan,2000,0,1,0
Ji Xinpeng,2000,1,0,0
Kim Dong-Mun,2000,0,0,1
Lee Dong-Su,2000,0,1,0
Camilla Martin,2000,0,1,0
Qin Yiyuan,2000,0,0,1
Minarti Timur,2000,0,1,0
Candra Wijaya,2000,1,0,0
Joanne Wright-Goode,2000,0,0,1
Xia Xuanze,2000,0,0,1
Yang Wei,2000,0,1,0
Ye Zhaoying,2000,0,0,1
Yu Yong-Seong,2000,0,1,0
Zhang Jun,2000,1,0,0
Valerie Adams-Vili,2012,1,0,0
Habiba Al-Ghribi-Boudra,2012,0,1,0
Ade Alleyne-Forte,2012,0,0,1
Nijel Amos,2012,0,1,0
Sofia Assefa,2012,0,0,1
Ryan Bailey,2012,0,1,0
Kemar Bailey-Cole,2012,1,0,0
Keshia Baker,2012,1,0,0
Brigetta Barrett,2012,0,1,0
Erick Barrondo,2012,0,1,0
Mutaz Essa Barshim,2012,0,0,1
Tariku Bekele,2012,0,0,1
Keston Bledman,2012,0,0,1
Chris Brown,2012,1,0,0
Yelyzaveta Bryzhina,2012,0,0,1
Gamze Bulut,2012,0,1,0
Marc Burns,2012,0,0,1
Asli Çakir,2012,1,0,0
Emmanuel Callender,2012,0,0,1
Schillonie Calvert,2012,0,1,0
Nesta Carter,2012,1,0,0
Chen Ding,2012,1,0,0
Tatyana Chernova,2012,0,0,1
Anna Chicherova,2012,1,0,0
Javier Culson,2012,0,0,1
Christine Day,2012,0,0,1
Meseret Defar,2012,1,0,0
Janay DeLoach,2012,0,0,1
Jeff Demps,2012,0,1,0
Lashinda Demus,2012,0,1,0
Diamond Dixon,2012,1,0,0
Fabrizio Donato,2012,0,0,1
Derek Drouin,2012,0,0,1
Ashton Eaton,2012,1,0,0
Jessica Ennis,2012,1,0,0
Tatyana Firova,2012,0,1,0
Michael Frater,2012,1,0,0
Tyson Gay,2012,0,1,0
Dejen Gebremeskel,2012,0,1,0
Tiki Gelana,2012,1,0,0
Gong Lijiao,2012,0,0,1
Robbie Grabarz,2012,0,0,1
Yuliya Gushchina,2012,0,1,0
Ehsan Haddadi,2012,0,1,0
Trey Hardee,2012,0,1,0
Dawn Harper,2012,0,1,0
Robert Harting,2012,1,0,0
Betty Heidler,2012,0,0,1
Zuzana Hejnová,2012,0,0,1
Samantha Henry-Robinson,2012,0,1,0
Reese Hoffa,2012,0,0,1
Raphael Holzdeppe,2012,0,0,1
Caterine Ibargüén,2012,0,1,0
Abdalaati Iguider,2012,0,0,1
Yelena Isinbayeva,2012,0,0,1
Maryam Jamal,2012,0,0,1
Kirani James,2012,1,0,0
Priscah Jeptoo,2012,0,1,0
Olga Kaniskina,2012,0,1,0
Gerd Kanter,2012,0,0,1
Anastasiya Kapachinskaya,2012,0,1,0
Ezekiel Kemboi,2012,1,0,0
Trell Kimmons,2012,0,1,0
Stephen Kiprotich,2012,1,0,0
Wilson Kipsang Kiprotich,2012,0,0,1
Sally Jepkosgei Kipyego,2012,0,1,0
Sergey Kirdyapkin,2012,1,0,0
Abel Kirui,2012,0,1,0
Timothy Kitum,2012,0,0,1
Bianca Knight,2012,1,0,0
Yevgeniya Kolodko,2012,0,1,0
Primož Kozmus,2012,0,1,0
Antonina Krivoshapka,2012,0,1,0
Erik Kynard,2012,0,1,0
Yelena Lashmanova,2012,1,0,0
Renaud Lavillenie,2012,1,0,0
Deon Lendore,2012,0,0,1
Li Yanfeng,2012,0,0,1
Shereefa Lloyd,2012,0,0,1
Thomas Longosiwa,2012,0,0,1
Tatyana Lysenko,2012,1,0,0
Tianna Madison,2012,1,0,0
Tomasz Majewski,2012,1,0,0
Taoufik Makhloufi,2012,1,0,0
Josh Mance,2012,0,1,0
Leo Manzano,2012,0,1,0
Michael Mathieu,2012,1,0,0
Francena McCorory,2012,1,0,0
Sally McLellan-Pearson,2012,1,0,0
Tony McQuay,2012,0,1,0
Mahiedine Mekhissi-Benabbad,2012,0,1,0
Aries Merritt,2012,1,0,0
Ramon Miller,2012,1,0,0
Manteo Mitchell,2012,0,1,0
Koji Murofushi,2012,0,0,1
Abel Mutai,2012,0,0,1
Nataliya Nazarova,2012,0,1,0
Bryshon Nellum,2012,0,1,0
Christina Obergföll,2012,0,1,0
Christine Ohuruogu,2012,0,1,0
Björn Otto,2012,0,1,0
Oleksandr P'iatnytsia,2012,0,1,0
Hansle Parchment,2012,0,0,1
Krisztián Pars,2012,1,0,0
Darvis Patton,2012,0,1,0
Sandra Perkovic,2012,1,0,0
Tatyana Petrova-Arkhipova,2012,0,0,1
Demetrius Pinder,2012,1,0,0
Darya Pishchalnikova,2012,0,1,0
Yekaterina Poistogova,2012,0,0,1
Olesia Povkh,2012,0,0,1
Qieyang Shenjie,2012,0,0,1
Brittney Reese,2012,1,0,0
Jason Richardson,2012,0,1,0
Mariya Riemien,2012,0,0,1
David Rudisha,2012,1,0,0
Galen Rupp,2012,0,1,0
Greg Rutherford,2012,1,0,0
Antti Ruuskanen,2012,0,0,1
Olga Rypakova,2012,1,0,0
Olha Saladukha,2012,0,0,1
Félix Sánchez,2012,1,0,0
Luguelín Santos,2012,0,1,0
Mariya Savinova,2012,1,0,0
Lilli Schwarzkopf,2012,0,1,0
Caster Semenya,2012,0,1,0
Svetlana Shkolina,2012,0,0,1
Si Tianfeng,2012,0,0,1
Yarisley Silva,2012,0,1,0
Sherone Simpson,2012,0,1,0
Yelena Sokolova,2012,0,1,0
Jarrin Solomon,2012,0,0,1
Barbora Špotáková,2012,1,0,0
Linda Stahl,2012,0,0,1
Kerron Stewart,2012,0,1,0
David Storl,2012,0,1,0
Jenn Stuczynski-Suhr,2012,1,0,0
Hrystyna Stuy,2012,0,0,1
Leonel Suárez,2012,0,0,1
Jared Tallent,2012,0,1,0
Jeneba Tarmoh,2012,1,0,0
Angelo Taylor,2012,0,1,0
Christian Taylor,2012,1,0,0
Richard Thompson,2012,0,0,1
Michael Tinsley,2012,0,1,0
Ivan Ukhov,2012,1,0,0
Keshorn Walcott,2012,1,0,0
Wang Zhen,2012,0,0,1
Mitch Watt,2012,0,1,0
Warren Weir,2012,0,0,1
Kellie Wells,2012,0,0,1
Rosemarie Whyte,2012,0,0,1
Lauryn Williams,2012,1,0,0
Shericka Williams,2012,0,0,1
Novlene Williams-Mills,2012,0,0,1
Anita Wlodarczyk,2012,0,1,0
Yuliya Zaripova,2012,1,0,0
Mariya Abakumova,2008,0,1,0
Valerie Adams-Vili,2008,1,0,0
Virgilijus Alekna,2008,0,0,1
Denis Alekseyev,2008,0,0,1
Olena Antonova,2008,0,0,1
Aaron Armstrong,2008,0,1,0
Nobuharu Asahara,2008,0,0,1
Mehdi Baala,2008,0,0,1
Dretti Bain,2008,0,1,0
Yarelis Barrios,2008,0,1,0
Hasna Benhassi,2008,0,0,1
Keston Bledman,2008,0,1,0
Valeriy Borchin,2008,1,0,0
Olivia Borlée,2008,0,1,0
Chris Brown,2008,0,1,0
Stephanie Brown-Trafton,2008,1,0,0
Wilfred Bungei,2008,1,0,0
Marc Burns,2008,0,1,0
Emmanuel Callender,2008,0,1,0
Ibrahim Camejo,2008,0,0,1
Veronica Campbell-Brown,2008,1,0,0
Christian Cantwell,2008,0,1,0
Nesta Carter,2008,1,0,0
Yuliya Chermoshanskaya,2008,1,0,0
Tatyana Chernova,2008,0,0,1
Anna Chicherova,2008,0,0,1
Bryan Clay,2008,1,0,0
Shawn Crawford,2008,0,1,0
Tasha Danvers,2008,0,0,1
Meseret Defar,2008,0,0,1
Pigi Devetzi,2008,0,0,1
Vadim Devyatovsky,2008,0,1,0
Constantina Dita-Tomescu,2008,1,0,0
Nataliya Dobrynska,2008,1,0,0
Maksim Dyldin,2008,0,0,1
Nelson Évora,2008,1,0,0
Aleksandra Fedoriva,2008,1,0,0
Svetlana Feofanova,2008,0,0,1
Tatyana Firova,2008,0,1,0
Shalane Flanagan,2008,0,0,1
Hyleas Fountain,2008,0,1,0
Shelly-Ann Fraser-Pryce,2008,1,0,0
Michael Frater,2008,1,0,0
Vladislav Frolov,2008,0,0,1
Kim Gevaert,2008,0,1,0
Jaouad Gharib,2008,0,1,0
Dawn Harper,2008,1,0,0
Natasha Hastings,2008,1,0,0
Tia Hellebaut,2008,1,0,0
Monique Henderson,2008,1,0,0
Steve Hooker,2008,1,0,0
Franca Idoko,2008,0,0,1
Phillips Idowu,2008,0,1,0
Yelena Isinbayeva,2008,1,0,0
Ismail Ahmed Ismail,2008,0,1,0
Halimat Ismaila,2008,0,0,1
Bershawn Jackson,2008,0,0,1
Pamela Jelimo,2008,1,0,0
Eunice Jepkorir,2008,0,1,0
Janeth Jepkosgei,2008,0,1,0
Sheena Johnson-Tosta,2008,0,1,0
Olga Kaniskina,2008,1,0,0
Gerd Kanter,2008,1,0,0
Anastasiya Kapachinskaya,2008,0,1,0
Tsegaye Kebede,2008,0,0,1
Gloria Kemasoude,2008,0,0,1
Nataliya Khoronenko-Mikhnevich,2008,0,1,0
Eliud Kipchoge,2008,0,1,0
Asbel Kiprop,2008,1,0,0
Brimin Kipruto,2008,1,0,0
Micah Kogo,2008,0,0,1
Anton Kokorin,2008,0,0,1
Ainars Kovals,2008,0,1,0
Primož Kozmus,2008,1,0,0
Andrey Kravchenko,2008,0,1,0
Nancy Langat,2008,1,0,0
Iryna Lishchynska,2008,0,1,0
Lyudmila Litvinova,2008,0,1,0
Shereefa Lloyd,2008,0,0,1
Priscilla Lopes-Schliep,2008,0,0,1
Yevgeniy Lukyanenko,2008,0,1,0
Maurren Maggi,2008,1,0,0
Tomasz Majewski,2008,1,0,0
Hanna Mariën,2008,0,1,0
Germaine Mason,2008,0,1,0
Richard Mateelong,2008,0,0,1
Michael Mathieu,2008,0,1,0
Piotr Malachowski,2008,0,1,0
Françoise Mbango,2008,1,0,0
Sally McLellan-Pearson,2008,0,1,0
Mahiedine Mekhissi-Benabbad,2008,0,1,0
Oksana Menkova,2008,1,0,0
Yelena Migunova,2008,0,1,0
Andrey Mikhnevich,2008,0,0,1
Ramon Miller,2008,0,1,0
Godfrey Khotso Mokoena,2008,0,1,0
Avard Moncur,2008,0,1,0
Yipsi Moreno,2008,0,1,0
Catherine Ndereba,2008,0,1,0
Denis Nizhegorodov,2008,0,0,1
Christina Obergföll,2008,0,0,1
Christine Ohuruogu,2008,1,0,0
Blessing Okagbare,2008,0,0,1
David Oliver,2008,0,0,1
Damola Osayomi,2008,0,0,1
Agnes Osazuwa,2008,0,0,1
Nadezhda Ostapchuk,2008,0,0,1
Élodie Ouédraogo,2008,0,1,0
David Payne,2008,0,1,0
Jefferson Pérez,2008,0,1,0
Tero Pitkämäki,2008,0,0,1
Yevgeniya Polyakova,2008,1,0,0
Asafa Powell,2008,1,0,0
Elisa Rigaudo,2008,0,0,1
Dayron Robles,2008,1,0,0
Yaroslav Rybakov,2008,0,0,1
Irving Saladino,2008,1,0,0
Gulnara Samitova-Galkina,2008,1,0,0
Leevan Sands,2008,0,0,1
Alex Schwazer,2008,1,0,0
Sileshi Sihine,2008,0,1,0
Andrey Silnov,2008,1,0,0
Sherone Simpson,2008,0,1,0
Edwin Soi,2008,0,0,1
Barbora Špotáková,2008,1,0,0
Jenn Stuczynski-Suhr,2008,0,1,0
Leonel Suárez,2008,0,0,1
Shingo Suetsugu,2008,0,0,1
Shinji Takahira,2008,0,0,1
Dwight Thomas,2008,1,0,0
Andreas Thorkildsen,2008,1,0,0
Ivan Tikhon,2008,0,0,1
Nataliya Tobias,2008,0,0,1
Naoki Tsukahara,2008,0,0,1
Kjersti Tysse-Plätzer,2008,0,1,0
Tatyana Veshkurova,2008,0,1,0
Blanka Vlašic,2008,0,1,0
Yekaterina Volkova,2008,0,0,1
